row_id,x,y,accuracy,time,place_id,Hour,Weekday,Month,Year,Day
957,1.1832,2.6891,58,785470,6683426742,11.1666666667,6.46527777778,6.18217592593,1.49442541857,180.465277778
4345,1.1935,2.655,11,400082,6889790653,20.0333333333,4.83472222222,9.26115740741,0.761191019787,277.834722222
4735,1.1452,2.6074,49,514983,6822359752,15.05,0.627083333333,11.9209027778,0.979800228311,357.627083333
5580,1.0089,2.7287,19,732410,1527921905,14.8333333333,4.61805555556,4.95393518519,1.39347412481,143.618055556
6090,1.114,2.6262,11,145507,4000153867,1.11666666667,3.04652777778,3.36821759259,0.276839802131,101.046527778
6350,1.0844,2.7436,65,36816,5963693798,13.6,4.56666666667,0.852222222222,0.0700456621005,25.5666666667
7468,1.0058,2.5096,66,746766,9076695703,14.1,0.5875,5.28625,1.42078767123,153.5875
8478,1.2015,2.5187,72,690722,3992589015,16.0333333333,3.66805555556,3.98893518519,1.31415905632,114.668055556
9357,1.1916,2.7323,170,319999,5163401947,5.31666666667,5.22152777778,7.40738425926,0.608826103501,222.221527778
12125,1.1388,2.5029,69,532507,7536975002,19.1166666667,5.79652777778,0.326550925926,1.01314117199,4.79652777778
14937,1.1426,2.7441,11,445598,6780386626,10.6333333333,1.44305555556,10.3147685185,0.847789193303,309.443055556
21731,1.2171,2.7263,99,550339,8048985799,4.31666666667,4.17986111111,0.739328703704,1.04706811263,17.1798611111
26584,1.1235,2.6282,63,316089,5606572086,12.15,2.50625,7.316875,0.601386986301,219.50625
27937,1.1287,2.6332,588,618714,5606572086,15.9,2.6625,2.32208333333,1.17715753425,64.6625
30798,1.0422,2.6474,49,75510,1435128522,10.5,3.4375,1.74791666667,0.143664383562,52.4375
33184,1.0128,2.5865,75,487899,1913341282,19.65,2.81875,11.2939583333,0.928270547945,338.81875
34340,1.1513,2.5824,176,309820,2355236719,3.66666666667,5.15277777778,7.17175925926,0.589459665145,215.152777778
37405,1.2122,2.7106,10,315301,2946102544,23.0166666667,1.95902777778,7.29863425926,0.599887747336,218.959027778
38968,1.1496,2.6298,166,636960,9598377925,8.0,1.33333333333,2.74444444444,1.21187214612,77.3333333333
41861,1.0886,2.684,10,11616,3312463746,1.6,1.06666666667,0.268888888889,0.022100456621,8.06666666667
42135,1.0498,2.684,5,95801,3312463746,12.6833333333,3.52847222222,2.21761574074,0.18226978691,66.5284722222
42729,1.0694,2.5829,10,57817,1812226671,3.61666666667,5.15069444444,1.33835648148,0.110001902588,40.1506944444
44549,1.2077,2.537,76,522601,3992589015,22.0166666667,5.91736111111,0.0972453703704,0.99429414003,362.917361111
45880,1.1256,2.6468,54,91641,5606572086,15.35,0.639583333333,2.12131944444,0.174355022831,63.6395833333
47291,1.1058,2.6628,34,466723,6237569496,2.71666666667,2.11319444444,10.8037731481,0.887981354642,324.113194444
48280,1.1531,2.6622,165,242227,5270522918,5.11666666667,0.213194444444,5.60710648148,0.460858066971,168.213194444
49695,1.1262,2.541,91,163940,4932578245,20.3333333333,1.84722222222,3.79490740741,0.311910197869,113.847222222
50254,1.1992,2.5035,5,767819,5392071818,4.98333333333,1.20763888889,5.77358796296,1.46084284627,168.207638889
50271,1.0577,2.7274,34,530732,6424972551,13.5333333333,4.56388888889,0.285462962963,1.00976407915,3.56388888889
50497,1.0442,2.5933,58,273204,3322359335,17.4,0.725,6.32416666667,0.519794520548,189.725
59725,1.0254,2.5926,65,674407,1097200869,8.11666666667,6.33819444444,3.61127314815,1.28311834094,103.338194444
62781,1.0159,2.5692,79,436175,1097200869,21.5833333333,1.89930555556,10.0966435185,0.829861111111,302.899305556
64508,1.1216,2.5392,268,635661,7803770431,10.35,0.43125,2.714375,1.20940068493,76.43125
79270,1.195,2.5842,76,548458,4022692381,20.9666666667,2.87361111111,0.695787037037,1.04348934551,15.8736111111
79915,1.101,2.5473,174,762732,4932578245,16.2,4.675,5.65583333333,1.45116438356,164.675
82065,1.04,2.6124,166,689198,5283227804,14.6333333333,2.60972222222,3.95365740741,1.31125951294,113.609722222
82791,1.2264,2.7481,7,195021,6780386626,10.35,2.43125,4.514375,0.371044520548,135.43125
87039,1.2428,2.5868,68,561374,6766324666,20.2333333333,4.84305555556,0.994768518519,1.06806316591,24.8430555556
87477,1.2387,2.5881,56,557217,6766324666,22.95,1.95625,0.898541666667,1.06015410959,21.95625
87614,1.0619,2.5169,10,174442,7047598152,3.36666666667,2.14027777778,4.03800925926,0.331891171994,121.140277778
88147,1.0189,2.6175,60,330482,7098464262,12.0333333333,5.50138888889,7.6500462963,0.628770928463,229.501388889
93237,1.1818,2.522,60,145522,3992589015,1.36666666667,3.05694444444,3.36856481481,0.276868340944,101.056944444
101854,1.0548,2.6722,64,487447,9632980559,12.1166666667,2.50486111111,11.2834953704,0.927410578387,338.504861111
104995,1.1324,2.6292,63,516754,5606572086,20.5666666667,1.85694444444,11.9618981481,0.983169710807,358.856944444
106345,1.0756,2.569,198,279837,1285051622,7.95,5.33125,6.47770833333,0.532414383562,194.33125
110126,1.2195,2.7001,66,542327,6683426742,14.7833333333,5.61597222222,0.553865740741,1.03182458143,11.6159722222
111416,1.0294,2.7449,96,733146,7175032540,3.1,5.12916666667,4.97097222222,1.39487442922,144.129166667
111855,1.2358,2.7319,20,729408,6780386626,12.8,2.53333333333,4.88444444444,1.38776255708,141.533333333
112761,1.1336,2.6218,70,45908,5606572086,21.1333333333,3.88055555556,1.06268518519,0.0873439878234,31.8805555556
113038,1.0772,2.6533,24,724856,5270522918,8.93333333333,6.37222222222,4.77907407407,1.37910197869,138.372222222
116062,1.2266,2.6778,77,274864,3952821602,21.0666666667,1.87777777778,6.36259259259,0.52295281583,190.877777778
116295,1.1013,2.6504,26,341207,5270522918,22.7833333333,5.94930555556,7.89831018519,0.649176179604,236.949305556
117510,1.1783,2.6998,60,386334,6683426742,6.9,2.2875,8.94291666667,0.735034246575,268.2875
117576,1.1839,2.52,78,676199,3992589015,13.9833333333,0.582638888889,3.65275462963,1.28652777778,104.582638889
120594,1.2304,2.6924,50,621239,8258328058,9.98333333333,4.41597222222,2.38053240741,1.18196156773,66.4159722222
121669,1.235,2.7188,56,57567,8048985799,23.45,4.97708333333,1.33256944444,0.109526255708,39.9770833333
122225,1.0599,2.5737,27,745905,3014718150,23.75,6.98958333333,5.26631944444,1.41914954338,152.989583333
122916,1.0598,2.6816,57,154868,3312463746,13.1333333333,2.54722222222,3.58490740741,0.294649923896,107.547222222
125753,1.1492,2.7446,63,38143,5009192468,11.7166666667,5.48819444444,0.882939814815,0.0725703957382,26.4881944444
127552,1.0591,2.6677,64,552363,9632980559,14.05,5.58541666667,0.786180555556,1.05091894977,18.5854166667
137095,1.0146,2.7419,72,416431,7540483733,4.51666666667,2.18819444444,9.63960648148,0.792296423135,289.188194444
137364,1.2481,2.7293,26,538969,8048985799,6.81666666667,3.28402777778,0.476134259259,1.02543569254,9.28402777778
137410,1.1225,2.5422,55,83658,7803770431,2.3,2.09583333333,1.93652777778,0.159166666667,58.0958333333
137746,1.0571,2.5845,68,41018,1097200869,11.6333333333,0.484722222222,0.949490740741,0.0780403348554,28.4847222222
138118,1.2452,2.6243,67,572662,5987464133,16.3666666667,5.68194444444,1.25606481481,1.08953957382,32.6819444444
142570,1.0329,2.7146,73,163901,3188512868,19.6833333333,1.82013888889,3.79400462963,0.311835996956,113.820138889
144017,1.1751,2.5694,66,538859,2355236719,4.98333333333,3.20763888889,0.473587962963,1.02522640791,9.20763888889
144047,1.2481,2.6894,72,594199,9168423783,15.3166666667,6.63819444444,1.75460648148,1.13051560122,47.6381944444
145330,1.2405,2.6297,89,561629,6746268598,0.483333333334,5.02013888889,1.0006712963,1.06854832572,25.0201388889
148197,1.2452,2.7439,165,297287,6780386626,10.7833333333,3.44930555556,6.88164351852,0.565614535769,206.449305556
153973,1.0397,2.6503,76,103794,1435128522,1.9,2.07916666667,2.40263888889,0.19747716895,72.0791666667
155550,1.2082,2.6214,74,169374,5987464133,14.9,5.62083333333,3.92069444444,0.322248858447,117.620833333
164649,1.149,2.694,66,740971,2215268322,13.5166666667,3.56319444444,5.15210648148,1.40976217656,149.563194444
165027,1.2242,2.7454,69,169740,3083446565,21.0,5.875,3.92916666667,0.322945205479,117.875
165876,1.2246,2.7157,13,222123,6829001048,6.05,0.252083333333,5.14173611111,0.422608447489,154.252083333
166776,1.0792,2.581,8,47868,1097200869,5.8,5.24166666667,1.10805555556,0.0910730593607,33.2416666667
167218,1.1312,2.5351,22,71347,4932578245,13.1166666667,0.546527777778,1.65155092593,0.13574391172,49.5465277778
168150,1.0897,2.6295,71,133821,4423196276,22.35,1.93125,3.09770833333,0.254606164384,92.93125
170405,1.1773,2.6932,19,67963,6683426742,4.71666666667,5.19652777778,1.57321759259,0.129305555556,47.1965277778
173558,1.1545,2.7328,58,13780,5009192468,13.6666666667,2.56944444444,0.318981481481,0.0262176560122,9.56944444444
177817,1.0588,2.5931,10,550623,1097200869,9.05,4.37708333333,0.745902777778,1.04760844749,17.3770833333
180578,1.0018,2.6687,47,397538,9237487147,1.63333333333,3.06805555556,9.20226851852,0.756350837139,276.068055556
181518,1.1793,2.6803,46,171919,3951163044,9.31666666667,0.388194444444,3.97960648148,0.327090943683,119.388194444
185640,1.1908,2.5922,15,85095,3322359335,2.25,3.09375,1.96979166667,0.161900684932,59.09375
185861,1.2406,2.7452,161,621005,7251559978,6.08333333333,4.25347222222,2.37511574074,1.18151636225,66.2534722222
186300,1.1855,2.6503,71,655544,6502303487,5.73333333333,0.238888888889,3.17462962963,1.24722983257,90.2388888889
188713,1.0124,2.5865,63,242279,1097200869,5.98333333333,0.249305555556,5.60831018519,0.460957001522,168.249305556
192261,1.0671,2.6618,71,68737,9632980559,17.6166666667,5.73402777778,1.59113425926,0.130778158295,47.7340277778
192593,1.017,2.6978,24,115178,3312463746,23.6333333333,2.98472222222,2.66615740741,0.219136225266,79.9847222222
193341,1.2492,2.645,58,142250,7707808405,18.8333333333,0.784722222222,3.29282407407,0.270643074581,98.7847222222
